FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	1.000	472	0	0	1	472	1	472	6.939E-84	3505
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Dengue_virus_4_E_280-774_AlphaFold.pdb	0.183	492	383	0	1	470	3	494	1.804E-23	1005
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Aroa_virus_strain_Macaray_01809_E_287-778_AlphaFold.pdb	0.218	477	357	0	12	468	15	491	4.301E-22	948
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Donggang_virus_E_303-793_AlphaFold.pdb	0.203	490	369	0	3	466	1	490	3.768E-21	909
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Entebbe_bat_virus_E_288-776_AlphaFold.pdb	0.179	485	384	0	1	469	3	487	1.355E-20	886
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Wesselsbron_virus_strain_SAH177_E_282-770_AlphaFold.pdb	0.206	484	370	0	3	469	4	487	1.514E-20	884
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJFL_Chowder_bay_tunicate_associated_flavi_like_virus_orf_1_E_336-811_AlphaFold.pdb	0.192	470	372	0	2	463	3	472	2.114E-20	878
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Marisma_mosquito_virus_strain_HU452807_E_299-793_AlphaFold.pdb	0.185	492	379	0	1	466	3	494	2.235E-20	877
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJFL_Salmon_flavivirus_strain_Davis_UGA_orf_1_E_279-768_AlphaFold.pdb	0.222	487	363	0	1	468	3	489	8.499E-20	853
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Sokoluk_virus_strain_LEIV-400K_E_295-777_AlphaFold.pdb	0.204	481	369	0	6	469	1	481	8.985E-20	852
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Kampung_Karu_virus_isolate_SWK_P44_E_320-811_AlphaFold.pdb	0.176	480	383	0	1	466	12	491	2.189E-19	836
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Fitzroy_River_Virus_strain_K73884_E_283-765_AlphaFold.pdb	0.202	482	370	0	1	465	1	482	2.734E-19	832
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Kokobera_virus_E_287-787_AlphaFold.pdb	0.198	497	375	0	1	469	3	499	3.818E-19	826
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Yellow_fever_virus_E_286-776_AlphaFold.pdb	0.217	486	364	0	3	468	5	490	4.036E-19	825
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Lammi_virus_E_292-786_AlphaFold.pdb	0.159	468	390	0	1	468	30	494	4.036E-19	825
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Panmunjeom_flavivirus_strain_A12.3025ROK2012_E_299-795_AlphaFold.pdb	0.204	493	373	0	1	469	3	495	4.770E-19	822
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Stratford_virus_isolate_22911_E_288-786_AlphaFold.pdb	0.198	495	374	0	2	468	4	498	7.041E-19	815
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Batu_Kawa_virus_isolate_MYR-097_E_293-793_AlphaFold.pdb	0.181	498	382	0	1	467	3	500	2.027E-18	796
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Sitiawan_virus_E_288-788_AlphaFold.pdb	0.188	497	380	0	1	469	3	499	2.265E-18	794
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Bainyik_virus_strain_MK7979_E_287-786_AlphaFold.pdb	0.200	497	374	0	1	469	3	499	3.163E-18	788
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Torres_virus_strain_TS5273_E_288-783_AlphaFold.pdb	0.185	489	375	0	3	463	5	493	3.344E-18	787
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Yokose_virus_E_298-786_AlphaFold.pdb	0.196	485	375	0	2	469	3	487	3.536E-18	786
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Psorophora_flavivirus_bvmq18-51_E_293-792_AlphaFold.pdb	0.150	492	385	0	16	469	8	499	3.738E-18	785
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Ilomantsi_virus_isolate_M0724_E_299-792_AlphaFold.pdb	0.178	491	383	0	1	467	3	493	5.834E-18	777
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Chinese_soft-shelled_turtle_flavivirus_isolate_HZ-2017_E_339-826_AlphaFold.pdb	0.192	485	372	0	2	463	1	485	6.521E-18	775
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJFL_Wenzhou_shark_flavivirus_strain_WZSS16343_orf_1_E_429-906_AlphaFold.pdb	0.189	471	378	0	4	470	7	477	8.612E-18	770
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Cacipacore_virus_E_289-787_AlphaFold.pdb	0.210	496	369	0	1	468	3	498	1.018E-17	767
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Edge_Hill_virus_strain_YMP_48_E_282-772_AlphaFold.pdb	0.188	487	378	0	2	468	4	490	1.421E-17	761
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Ilheus_virus_strain_BrMS-MQ10_E_289-785_AlphaFold.pdb	0.199	476	367	0	10	468	21	496	1.502E-17	760
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Sepik_virus_E_283-770_AlphaFold.pdb	0.190	469	367	0	1	469	33	486	1.588E-17	759
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Bamaga_virus_isolate_CY4270_E_280-771_AlphaFold.pdb	0.192	486	377	0	3	469	5	490	1.679E-17	758
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Dengue_virus_3_E_281-773_AlphaFold.pdb	0.185	490	382	0	1	470	3	492	1.775E-17	757
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Tembusu_virus_flavivirus_E_288-785_AlphaFold.pdb	0.189	495	378	0	1	467	3	497	1.775E-17	757
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Rocio_virus_strain_SPH_34675_E_286-781_AlphaFold.pdb	0.183	480	376	0	3	463	14	493	1.877E-17	756
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Ntaya_virus_E_290-785_AlphaFold.pdb	0.168	491	384	0	1	463	3	493	1.984E-17	755
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJFL_African_cichlid_flavi_like_virus_E_278-770_AlphaFold.pdb	0.194	489	377	0	2	470	4	492	2.621E-17	750
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Yaounde_virus_strain_Dak_Ar_Y276_E_291-791_AlphaFold.pdb	0.170	485	388	0	1	469	15	499	5.403E-17	737
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJNV_Jutiapa_virus_strain_JG-128_E_275-751_AlphaFold.pdb	0.195	476	375	0	1	467	1	476	6.039E-17	735
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Israel_turkey_meningoencephalomyelitis_virus_E_291-784_AlphaFold.pdb	0.205	493	370	0	1	467	1	493	6.749E-17	733
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Dengue_virus_2_E_281-775_AlphaFold.pdb	0.181	492	384	0	1	470	3	494	7.544E-17	731
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJFL_Waxsystermes_virus_E_318-774_AlphaFold.pdb	0.176	455	371	0	16	466	2	456	7.976E-17	730
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Spondweni_virus_E_290-793_AlphaFold.pdb	0.170	499	387	0	3	469	5	503	8.914E-17	728
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJAF_Crangon_crangon_flavivirus_orf_1_E_310-786_AlphaFold.pdb	0.202	477	369	0	1	463	1	477	9.424E-17	727
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Alfuy_virus_strain_MRM3929_E_295-790_AlphaFold.pdb	0.171	481	385	0	1	466	15	495	1.053E-16	725
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_T_Ho_virus_strain_T_Ho-Mex07_E_287-783_AlphaFold.pdb	0.178	481	382	0	1	466	16	496	1.245E-16	722
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Aripo_virus_isolate_TR9096_E_294-791_AlphaFold.pdb	0.161	491	379	0	16	468	7	497	1.245E-16	722
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Banzi_virus_strain_SAH_336_E_273-763_AlphaFold.pdb	0.197	486	375	0	2	469	4	489	1.316E-16	721
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_West_Nile_virus_lineage_1_E_291-787_AlphaFold.pdb	0.172	482	385	0	1	466	15	496	1.391E-16	720
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJAF_Sea_firefly_flavivirus_orf_1_E_289-775_AlphaFold.pdb	0.219	486	365	0	1	468	1	486	1.838E-16	715
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Kunjin_virus_clone_FLSDX_E_291-787_AlphaFold.pdb	0.170	482	386	0	1	466	15	496	2.296E-16	711
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Dengue_virus_1_E_281-775_AlphaFold.pdb	0.199	492	376	0	1	470	3	494	2.713E-16	708
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Japanese_encephalitis_virus_E_295-789_AlphaFold.pdb	0.206	490	367	0	1	463	3	492	2.713E-16	708
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Saint_Louis_encephalitis_virus_E_289-788_AlphaFold.pdb	0.188	497	380	0	1	469	3	499	2.713E-16	708
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Zika_virus_E_291-789_AlphaFold.pdb	0.197	471	375	0	2	469	28	498	3.032E-16	706
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Iguape_virus_strain_SPAn_71686_E_287-780_AlphaFold.pdb	0.204	489	372	0	2	469	4	492	3.206E-16	705
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_St._Louis_encephalitis_virus_strain_Palenque-A770_E_321-816_AlphaFold.pdb	0.170	491	383	0	1	463	3	493	3.389E-16	704
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Bouboui_virus_strain_DAK_AR_B490_E_273-763_AlphaFold.pdb	0.218	486	365	0	2	469	4	489	3.788E-16	702
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Potiskum_virus_strain_IBAN_10069_E_273-762_AlphaFold.pdb	0.188	469	369	0	1	469	34	488	5.592E-16	695
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Bagaza_virus_strain_DakAr_B209_E_290-786_AlphaFold.pdb	0.199	494	372	0	1	466	3	496	6.986E-16	691
FJAF_Cnidaria_flavivirus_E_278-749_AlphaFold.pdb	FJMB_Long_Pine_Key_virus_strain_Sabal-12019_E_309-798_AlphaFold.pdb	0.187	489	376	0	4	466	1	489	8.728E-16	687
